URL,Agency,Vendor Name,Reference Number,Contract Date,Description of Work,Contract Period,Something,Contract Value,Comments
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34399.html,Office of the Auditor General of Canada,J.L. RICHARDS &amp; ASSOCIATES LIMITED,P1100437,2010-09-28,0401 Accounting and audit services,2010-10-01 to 2010-11-30,,24436.25,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34402.html,Office of the Auditor General of Canada,CORPORATE EXPRESS,P1100447,2010-09-29,1172 Office and stationers supplies,2010-10-01 to 2011-03-31,,24860,Purchase of miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34400.html,Office of the Auditor General of Canada,"CREPEAU, FRANCOIS",P1100442,2010-09-29,0401 Accounting and audit services,2010-10-01 to 2011-11-30,,10970,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34401.html,Office of the Auditor General of Canada,GSI INTERNATIONAL CONSULTING GROUP,P1100445,2010-09-30,0472 Information Technology consultants,2010-10-12 to 2011-03-31,,10170,Installation and test of new software for server
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34071.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1000582,2009-12-03,0401 Accounting and audit services,2009-12-07 to 2011-03-31,,489207.6,"Contract awarded through a competitive process (OAG Standing Offer). Original value was $220,411.80. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $489,207.60"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34072.html,Office of the Auditor General of Canada,"CROWELL, TAMMY,L",P1100015,2010-04-01,0446 Training consultants,2010-05-11 to 2010-07-31,,15125,"Coaching OAG employees for CA exams. Original value was $13,125.00. This Contract includes one or more amendments. Extent of expenses were increased, Contract subsequently amended to $15,125.00"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34073.html,Office of the Auditor General of Canada,KPMG LLP,P1100080,2010-04-06,0401 Accounting and audit services,2010-04-06 to 2010-07-09,,25647.68,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34075.html,Office of the Auditor General of Canada,BDO DUNWOODY LLP,P1100092,2010-04-08,0401 Accounting and audit services,2010-04-26 to 2010-05-28,,22251.81,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34076.html,Office of the Auditor General of Canada,CORPORATE EXPRESS,P1100098,2010-04-08,1172 Office and stationers supplies,2010-04-12 to 2010-06-30,,23100,Purchase of miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34077.html,Office of the Auditor General of Canada,ST. JOSEPH PRINT GROUP INC.,P1100099,2010-04-08,0321 Printing Services,2010-04-12 to 2010-06-30,,23100,Printing Services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34074.html,Office of the Auditor General of Canada,POSTL MEDICAL CORPORATION,P1100091,2010-04-08,0401 Accounting and audit services,2010-04-12 to 2011-02-28,,10762.5,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34078.html,Office of the Auditor General of Canada,ADVIVUM,P1100100,2010-04-09,0491 Management consulting,2010-04-12 to 2010-06-30,,13781.25,Consultation and facilitation of group dialogue and communication
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34079.html,Office of the Auditor General of Canada,JAMES CAIRNCROSS &amp; ASSOCIATES INC,P1100101,2010-04-13,0401 Accounting and audit services,2010-04-14 to 2010-06-30,,21400,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34080.html,Office of the Auditor General of Canada,KPMG LLP,P1100105,2010-04-13,0401 Accounting and audit services,2010-04-15 to 2010-07-31,,70686,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34085.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1100119,2010-04-14,0401 Accounting and audit services,2010-04-15 to 2010-06-30,,37922.64,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34082.html,Office of the Auditor General of Canada,SNC - LAVALIN PROFAC INC,P1100115,2010-04-15,0630 Office Buildings,2010-04-19 to 2011-03-31,,12931.1,Minor building renovations. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34086.html,Office of the Auditor General of Canada,2060945 ONTARIO INC.,P1100122,2010-04-15,0351 Communications professional services not elsewhere specified,2010-04-19 to 2011-03-31,,15750,Human resource classification services.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34083.html,Office of the Auditor General of Canada,CCH CANADIAN LIMITED,P1100117,2010-04-15,"1143 Printed matter, including books, newspapers, pictures, manuscripts and forms",2010-04-19 to 2011-03-31,,24150,"Purchase of miscellaneous books, subscriptions and periodicals for Library"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34081.html,Office of the Auditor General of Canada,MARCIL LAVALLEE,P1100109,2010-04-15,0401 Accounting and audit services,2010-05-03 to 2010-05-21,,18112.11,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34089.html,Office of the Auditor General of Canada,LANNICK &amp; ASSOCIATES,P1100128,2010-04-16,0491 Management consulting,2010-04-20 to 2011-03-31,,15750,"To assist with the recruiting of Audit staff. Contract awarded through a competitive process (OAG Standing Offer). Original value was $15,169.98. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $15,750.00"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34090.html,Office of the Auditor General of Canada,MARCIL LAVALLEE,P1100132,2010-04-16,0401 Accounting and audit services,2010-04-26 to 2010-06-11,,49612.5,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34087.html,Office of the Auditor General of Canada,MARCIL LAVALLEE,P1100125,2010-04-16,0401 Accounting and audit services,2010-04-22 to 2010-06-18,,64284.41,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34088.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1100127,2010-04-16,0401 Accounting and audit services,2010-04-20 to 2011-03-31,,10500,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34092.html,Office of the Auditor General of Canada,EBSCO CANADA LTD.,P1100136,2010-04-21,"1143 Printed matter, including books, newspapers, pictures, manuscripts and forms",2010-04-21 to 2011-03-31,,93261,"Purchase of miscellaneous books, subscriptions and periodicals for Library. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer."
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34091.html,Office of the Auditor General of Canada,MARCIL LAVALLEE,P1100135,2010-04-21,0401 Accounting and audit services,2010-05-03 to 2010-06-04,,24954.46,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34093.html,Office of the Auditor General of Canada,LEMIRE MORIN TREMBLAY S.E.N.C.,P1100141,2010-04-23,0401 Accounting and audit services,2010-05-10 to 2010-05-28,,14175,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34096.html,Office of the Auditor General of Canada,GOWLING LAFLEUR HENDERSON LLP,P1100150,2010-04-27,0410 Legal Services,2010-05-05 to 2011-03-31,,104600,Legal Services
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34094.html,Office of the Auditor General of Canada,COACHING-TRAINING CHARRON-POGGIOLI INC.,P1100143,2010-04-27,0491 Management consulting,2010-04-28 to 2010-08-06,,13229.53,To review and report employee survey results.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34084.html,Office of the Auditor General of Canada,MACKINNON-CHARLTON MANAGEMENT CONSULTANTS,P1100118,2010-04-27,0491 Management consulting,2010-04-27 to 2011-03-31,,15743.61,Human resource classification services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34095.html,Office of the Auditor General of Canada,WORKSTREAM INC,P1100148,2010-04-27,0491 Management consulting,2010-04-27 to 2011-03-31,,24570,Semi-Annual software maintenance and support.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34097.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1100156,2010-04-28,0401 Accounting and audit services,2010-04-30 to 2010-05-07,,19410.44,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34099.html,Office of the Auditor General of Canada,GSI INTERNATIONAL CONSULTING GROUP,P1100160,2010-04-29,0472 Information Technology consultants,2010-05-05 to 2011-03-31,,20790,To provide consultation services on content management system.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34098.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1100159,2010-04-29,0401 Accounting and audit services,2010-05-03 to 2011-03-31,,183581,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34103.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1100165,2010-04-30,0401 Accounting and audit services,2010-05-03 to 2010-05-28,,26921.6,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34140.html,Office of the Auditor General of Canada,GALE A PART OF CENGAGE LEARNING GROUP,P1200002,2010-04-30,"1143 Printed matter, including books, newspapers, pictures, manuscripts and forms",2011-04-01 to 2012-03-31,,13650,Subscription to online learning services
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34104.html,Office of the Auditor General of Canada,GALE A PART OF CENGAGE LEARNING GROUP,P1200002,2010-04-30,"1143 Printed matter, including books, newspapers, pictures, manuscripts and forms",2011-04-01 to 2012-03-31,,13650,"Purchase of miscellaneous books, subscriptions and periodicals for Library"
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34101.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1100163,2010-04-30,0401 Accounting and audit services,2010-05-03 to 2011-03-31,,78750,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34102.html,Office of the Auditor General of Canada,EKOS RESEARCH ASSOCIATES INC,P1100164,2010-04-30,0491 Management consulting,2010-05-03 to 2010-06-30,,10877.74,To conduct a survey of Parliamentarians.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34100.html,Office of the Auditor General of Canada,BDO DUNWOODY LLP,P1100161,2010-04-30,0401 Accounting and audit services,2010-05-04 to 2010-05-19,,14615.37,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34105.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1100166,2010-05-04,0401 Accounting and audit services,2010-05-05 to 2010-05-23,,29190.01,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34106.html,Office of the Auditor General of Canada,HAMPTON INN OTTAWA AND CONFERENCE CENTRE,P1100172,2010-05-05,0570 Rental - other,2010-09-21,,13944,"Conference rooms, lunch and refreshments for the Office of the Auditor General&#39;s annual Staff Conference update."
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34108.html,Office of the Auditor General of Canada,3016676 Canada Inc. o/s CILFO,P1100179,2010-05-07,0446 Training consultants,2010-05-13 to 2010-09-15,,23769.9,Language training for staff. Contract awarded through a competitive process (OAG Standing Offer)
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34107.html,Office of the Auditor General of Canada,"JORDAN, NESBITT COMMUNICATIONS",P1100173,2010-05-12,0401 Accounting and audit services,2010-05-14 to 2011-03-31,,11025,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34112.html,Office of the Auditor General of Canada,COACHING-TRAINING CHARRON-POGGIOLI INC.,P1100189,2010-05-12,0446 Training consultants,2010-05-17 to 2011-02-28,,21630,Training in supervision of staff.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34113.html,Office of the Auditor General of Canada,"GORMAN,DIANE,C",P1100190,2010-05-14,0401 Accounting and audit services,2010-05-17 to 2011-03-31,,10500,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34114.html,Office of the Auditor General of Canada,ADVIVUM,P1100203,2010-05-17,0491 Management consulting,2010-05-20 to 2011-03-31,,21262.5,To provide advice and consulting services on change management issues.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34115.html,Office of the Auditor General of Canada,ADVIVUM,P1100233,2010-05-19,0446 Training consultants,2010-05-25 to 2011-03-31,,21262.5,To provide design and delivery of change management training. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34109.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1100184,2010-05-19,0401 Accounting and audit services,2010-05-25 to 2010-08-31,,108864,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34111.html,Office of the Auditor General of Canada,SUSSEX CIRCLE INC.,P1100188,2010-05-20,0401 Accounting and audit services,2010-05-20 to 2010-12-31,,12348,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34110.html,Office of the Auditor General of Canada,W.E. ROBERT LITTLE &amp; ASSOCIATES INC,P1100187,2010-05-20,0401 Accounting and audit services,2010-05-20 to 2010-12-31,,12348,
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34116.html,Office of the Auditor General of Canada,BDO DUNWOODY LLP,P1100238,2010-05-20,0401 Accounting and audit services,2010-05-24 to 2010-06-25,,22906.28,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2010-2011_e_34117.html,Office of the Auditor General of Canada,KPMG LLP,P1100241,2010-05-27,0401 Accounting and audit services,2010-05-28 to 2011-03-31,,26250,Contract awarded through a competitive process (OAG Standing Offer).
